path,guid,existsNow,serializedOwnerCount,serializedOwners,exactTextReferrerCount,exactTextReferrers,deleteAuthorized
Assets/NTSD/Sprite/Character/kabuto/kabuto_2.bmp,16c01639a0d9c6d4fbd799a4e97a8367,True,0,,0,,False
Assets/NTSD/Sprite/Character/kabuto/kabuto_f.bmp,050bba2c36c3c19428bf89a3c2650fd0,True,0,,0,,False
Assets/NTSD/Sprite/Character/kabuto/kabuto_s.bmp,c01d1ba3f8469714086c6e17d8e1de48,True,0,,0,,False
Assets/NTSD/Sprite/Character/KakaShi/kakashi.bmp,24e706d141539504f9a8b78e2e97a11e,True,0,,0,,False
Assets/NTSD/Sprite/Character/KakaShi/kakashi_2.bmp,17e9d85b74a675c49b327467aab25935,True,0,,0,,False
Assets/NTSD/Sprite/Character/KakaShi/kakashi_f.bmp,9c6bec632505eea4b924df392ccc6ab1,True,0,,0,,False
Assets/NTSD/Sprite/Character/KakaShi/kakashi_s.bmp,60d6305beddcaa34ea3b2a9d4051e1e4,True,0,,0,,False
Assets/NTSD/Sprite/Character/kakuzu/hidan.bmp,a02b06c66cae6c24f8df150be1815e4b,True,0,,0,,False
Assets/NTSD/Sprite/Character/kakuzu/kakuzu.bmp,528fbe75d36ad2645953be96f7c3e16b,True,0,,0,,False
Assets/NTSD/Sprite/Character/kakuzu/kakuzu3.bmp,23e9552a5c7b5734eac935941fad183e,True,0,,0,,False
Assets/NTSD/Sprite/Character/kakuzu/kakuzu4.bmp,bb91b37531753c7468303db4548f369a,True,0,,0,,False
Assets/NTSD/Sprite/Character/kakuzu/kakuzu_f.bmp,42e9b2bbe35bee64aa1f89730542b6f4,True,0,,0,,False
Assets/NTSD/Sprite/Character/kakuzu/kakuzu_s.bmp,32ec3568ca026e541a908955ed0a9eac,True,0,,0,,False
Assets/NTSD/Sprite/Character/kankuro/kankuro.bmp,15518744ffd80224eb675afe58c6d1e6,True,0,,0,,False
Assets/NTSD/Sprite/Character/kankuro/kankuro_2.bmp,352cdaf8ad7f43748ad1d02d3b52baf0,True,0,,0,,False
Assets/NTSD/Sprite/Character/kankuro/kankuro_f.bmp,1465d17e6baf9244881250f1172f8a5c,True,0,,0,,False
Assets/NTSD/Sprite/Character/kankuro/kankuro_s.bmp,b65f7a9d6794f144f9ff90a7eee06053,True,0,,0,,False
Assets/NTSD/Sprite/Character/kiba/deidara_2.bmp,23b5ed0b9a981df4ab19c0720e895223,True,0,,0,,False
Assets/NTSD/Sprite/Character/kiba/kiba_0.bmp,7c51079a6036ccb4f8f045b100796af4,True,0,,0,,False
Assets/NTSD/Sprite/Character/kiba/kiba_2.bmp,8a778a9655497464b99281f1c96b774b,True,0,,0,,False
Assets/NTSD/Sprite/Character/kiba/kiba_f.bmp,dd4fc038a7ae6fb47b1462b0d7ea3f30,True,0,,0,,False
Assets/NTSD/Sprite/Character/kiba/kiba_s.bmp,e7e10a0346801404e9a3c2797ce3b9b9,True,0,,0,,False
Assets/NTSD/Sprite/Character/kidomaru/kidomaru.bmp,b07422ffd0534494eb530645d0c1b60a,True,0,,0,,False
Assets/NTSD/Sprite/Character/kidomaru/kidomaru_2.bmp,2e8a2e3838b66e0469871755a6d0e2ac,True,0,,0,,False
Assets/NTSD/Sprite/Character/kidomaru/kidomaru_3.bmp,ff605fcca6d903b449f548bb771e6fa7,True,0,,0,,False
Assets/NTSD/Sprite/Character/kidomaru/kidomaru_f.bmp,62d3d9662c8f3e440ace2181cda39bea,True,0,,0,,False
Assets/NTSD/Sprite/Character/kidomaru/kidomaru_s.bmp,e5cde1cfa5574ac488dd65a1293469f3,True,0,,0,,False
Assets/NTSD/Sprite/Character/kisame/kisame_0.bmp,e984e848e7f58a743aad5dd229800e3e,True,0,,0,,False
Assets/NTSD/Sprite/Character/kisame/kisame_2.bmp,51d0d505e9b252940afebcadee88c0df,True,0,,0,,False
Assets/NTSD/Sprite/Character/kisame/kisame_3.bmp,c5af755dd06e2544ea739bf87def0704,True,0,,0,,False
Assets/NTSD/Sprite/Character/kisame/kisame_f.bmp,7f17842ff63cd4348a26f04ba7428542,True,0,,0,,False
Assets/NTSD/Sprite/Character/kisame/kisame_s.bmp,8fdbc0439c17eb248ba1414ca718f87b,True,0,,0,,False
Assets/NTSD/Sprite/Character/kyubi/4tk.bmp,566fa4f7c2ffc8c42bf0f28810d5dbd4,True,0,,0,,False
Assets/NTSD/Sprite/Character/kyubi/4tk2.bmp,ffece8a39ae48e143941a550a6e522fa,True,0,,0,,False
Assets/NTSD/Sprite/Character/kyubi/kyubi.bmp,b1d2f5abec51f6442aa1347c65b8b3bd,True,0,,0,,False
Assets/NTSD/Sprite/Character/kyubi/kyubi_3.bmp,14f961b7f5438d044aaac860d139f1ad,True,0,,0,,False
Assets/NTSD/Sprite/Character/kyubi/kyubi_f.bmp,e511e180dd3c99f4b9c6ce87daf4941d,True,0,,0,,False
Assets/NTSD/Sprite/Character/kyubi/kyubi_s.bmp,dc04879e34f58f149bae65af47020bcc,True,0,,0,,False
Assets/NTSD/Sprite/Character/kyubi/naruto_2.bmp,6b1da239efc8bc34683d8aab7284c9d4,True,0,,0,,False
Assets/NTSD/Sprite/Character/MingRen/naruto_0.bmp,4910ea141c38d0743a43d3a0789613f3,True,0,,1,Assets/NTSD/Scripts/Animation/Rendering/Editor/BattleSpriteGridSeparatorEditorTests.cs,False
Assets/NTSD/Sprite/Character/MingRen/naruto_2.bmp,7eede661ae05cf445af227a542300894,True,0,,0,,False
Assets/NTSD/Sprite/Character/MingRen/naruto_clone_f.bmp,dea33498c4a76234aa0e9bf7f8f6cea6,True,0,,0,,False
Assets/NTSD/Sprite/Character/MingRen/naruto_f.bmp,43d5902f80a5abb43bc55177e224425e,True,0,,0,,False
Assets/NTSD/Sprite/Character/MingRen/naruto_s.bmp,1ac08583b5d010f42a1e5888c4f017bf,True,0,,0,,False
Assets/NTSD/Sprite/Character/nckakuzu/nckakuzu.bmp,fc525212b48bbbd4d821f7a5728e1ce5,True,0,,0,,False
Assets/NTSD/Sprite/Character/nckakuzu/nckakuzu_1.bmp,05368d51895d7274b905205957bf4a01,True,0,,0,,False
Assets/NTSD/Sprite/Character/nckakuzu/nckakuzu_f.bmp,48364c6dc46182647be9fa5c71c2ff1e,True,0,,0,,False
Assets/NTSD/Sprite/Character/nckakuzu/nckakuzu_s.bmp,b8fbe2723194b784aa83e372d581b325,True,0,,0,,False
Assets/NTSD/Sprite/Character/neji/hakke.bmp,3b1591bde3835bd48a6b3dfd879cc54b,True,0,,0,,False
Assets/NTSD/Sprite/Character/neji/neji_0.bmp,f41ff397b879db543bb61a5b196d41e9,True,0,,0,,False
Assets/NTSD/Sprite/Character/neji/neji_1.bmp,7d44c092e88797e4e940f884a9eba8ca,True,0,,0,,False
Assets/NTSD/Sprite/Character/neji/neji_2.bmp,ba82d86af58e9e742ba4ce794ebe19cd,True,0,,0,,False
Assets/NTSD/Sprite/Character/neji/neji_f.bmp,0e8613e6e1ce7734e8a304dbcfbeb111,True,0,,0,,False
Assets/NTSD/Sprite/Character/neji/neji_s.bmp,cde355920cec8e548a5c05a75ecc6d59,True,0,,0,,False
Assets/NTSD/Sprite/Character/orochimaru/orochimaru.bmp,002f9c8a2af1ce64fb6caedc7d56162a,True,0,,0,,False
Assets/NTSD/Sprite/Character/orochimaru/orochimaru_2.bmp,f73a654b9e8883e4a8d5a37e4b69eca3,True,0,,0,,False
Assets/NTSD/Sprite/Character/orochimaru/orochimaru_3.bmp,c10ec2f235347a0439c913575bda2d15,True,0,,0,,False
Assets/NTSD/Sprite/Character/orochimaru/orochimaru_f.bmp,a015e2fef4ef27c448aa9b06c4a09db6,True,0,,0,,False
Assets/NTSD/Sprite/Character/orochimaru/orochimaru_s.bmp,dd37a0d3092b6f546a9ab373253e6830,True,0,,0,,False
Assets/NTSD/Sprite/Character/pein/pein.bmp,aee4b0265fca280498ea1812303c82ec,True,0,,0,,False
Assets/NTSD/Sprite/Character/pein/pein_2.bmp,0c7b24a6cacfae742a0cb5a0f48dc3f9,True,0,,0,,False
Assets/NTSD/Sprite/Character/pein/pein_f.bmp,cb760b34a940d6d4ab10a614d2d7c35c,True,0,,0,,False
Assets/NTSD/Sprite/Character/pein/pein_s.bmp,ab4148cf2b8024e46b7f3da07086358a,True,0,,0,,False
Assets/NTSD/Sprite/Character/puppet_sasori/puppet_3.bmp,e3e9b36bfbca4954389152b13f05797d,True,0,,0,,False
Assets/NTSD/Sprite/Character/puppet_sasori/puppet_4.bmp,659c4d36210ef2643b20f65333eb5756,True,0,,0,,False
Assets/NTSD/Sprite/Character/puppet_sasori/puppet_f.bmp,16a5fc7d2d524fc4b9716b6fdd409083,True,0,,0,,False
Assets/NTSD/Sprite/Character/puppet_sasori/puppet_s.bmp,37e12371f3d9e1d46bbc5f52118293ab,True,0,,0,,False
Assets/NTSD/Sprite/Character/reaper/reaper.bmp,ad193891d6b0c9b4289be9e6eb46da6d,True,0,,0,,False
