path,category,exists,metaExists,guid,sha256,serializedReferrerCount,serializedReferrers,deleteAuthorized
Assets/NTSD/Sprite/DropItem/weapon8.png,DropItem,True,True,c7b8b8227abd44c41834b5b5f3998714,503631686AC796D6A4F48BC0C672137A623C5C839B6ACD39F6724145C3E59D3F,0,,False
Assets/NTSD/Sprite/DropItem/weapon9.png,DropItem,True,True,dd66af872430de844980d28d438d6615,7074F32823AED77D9679AAAC6AFEB31FE43A4C4FE7EFC1BAFBF8D9A4B0317F19,0,,False
Assets/NTSD/Sprite/OtherBg/04E5A15181D0070A9C930E1A60738F7B.png,OtherBg,True,True,d29aeda7270a7034faaec2c36173cafa,6D141668EC9BBC7E0357E50F6A2C5E7FA79DA87A6365F8F39A162EE87E6DEF9E,0,,False
Assets/NTSD/Sprite/OtherBg/07be1b3f1314af8360b87038a8dbe62f.png,OtherBg,True,True,080fe998778a33844a20e453e0bd3c83,7BC0A0C6B1158751C92FBE23AA8A1093400100AE198FC8DAF39DECE6D16EA3E0,0,,False
Assets/NTSD/Sprite/OtherBg/29159147f155859501b9a3a93ca8b435.png,OtherBg,True,True,24909b989ca55ab40869125d2c81175b,5C707D9D03BA201051B8D8104B0206B9C8AEB1EEA02C589FD20AEA0CDE1D6655,0,,False
Assets/NTSD/Sprite/OtherBg/42A7673E3DB1ABD04119B98809FB5E73.png,OtherBg,True,True,c97f6114b448ea9458e74a0c114109b3,4B8DA24C32CF715AB47FCF9AECE921518EC619C1C23B0E44DB8EBECEA99E865A,0,,False
Assets/NTSD/Sprite/OtherBg/469a7584-aa31-4373-a1b1-29c2ca012894.png,OtherBg,True,True,52f6c6ba105ed7d4ea1e4702ae0e65bc,E28CA3D2697922EF6D27F565A32CFEAFD584C9C8AC3DF85E270B7B4DF2A554BB,0,,False
Assets/NTSD/Sprite/OtherBg/4874906f89b14b6e574426fdfb6a862d.png,OtherBg,True,True,3a40e887a8b2c0f47b8c817e6f31c911,928825CA7559178A3FD20E764DDDE61F3D9E00AABBA17AE107FEC253C47F1F08,0,,False
Assets/NTSD/Sprite/OtherBg/4e6d44eb64a01c639e684fac865afc65.png,OtherBg,True,True,acfd485f67af97b499a60fc8940b5433,6AC4FCE49D65C8CE54BD569C978B2A0E9B206F01A71C80011C4E9419569165BE,0,,False
Assets/NTSD/Sprite/OtherBg/522837af37c5a876f782691d8d4a5ce5.png,OtherBg,True,True,b16e35981f15593498d3e78c49e245fa,9F2D8A3CDFF7B82C69EA667E18206B036418C6363E4E246BE26ECD22ED0D91C8,0,,False
Assets/NTSD/Sprite/OtherBg/839c1f1b82850aa3b2378ee53ac59d65.png,OtherBg,True,True,aeeeb37cc5c734b4681e5a24dd448960,3C8168A4B95ED9A5232879A589A6A255FBCB9F1567C06016008819CC14A3AB1B,0,,False
Assets/NTSD/Sprite/OtherBg/95388A828B988DAC16E9F4BEC077E197.png,OtherBg,True,True,d5c9bbba17ee9284189e2fa8fa700587,162799E711828768B2D1C2D7480790367622A4E1215F11CCEE990AC7293B77F1,0,,False
Assets/NTSD/Sprite/OtherBg/ank2_8frames.png,OtherBg,True,True,eeac2506339a257439046a79c95434fb,B22E95248B14853DEB1703A88B8045A9B4E56168302A431B0472496BCAD2519C,0,,False
